"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","WESD"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-08-28","82","90","76",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-08-29","84","92","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-08-30","83","92","77",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-08-31","76","77","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-01","72","77","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-02","72","80","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-03","78","84","75",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-04","83","93","76",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-05","80","87","74",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-06","80","89","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-07","74","77","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-08","69","72","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-09","61","63","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-10","60","65","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-11","68","76","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-12","74","79","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-13","72","78","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-14","71","78","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-15","71","79","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-16","72","80","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-17","72","79","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-18","75","81","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-19","74","84","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-20","68","73","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-09-21","69","73","67",
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-01",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-02",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-14",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-15",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-16",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-17",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-18",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-19",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-20",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-25",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-26",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-27",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-28",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-29",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-04-30",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-01",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-02",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-14",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-15",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-16",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-17",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-18",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-23",,,,"0.0"
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-24",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-25",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-26",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-27",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-28",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-29",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-30",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-05-31",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-07",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-08",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-14",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-19",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-21",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-22",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-23",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-24",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-25",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-27",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-06-28",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-07",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-08",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-17",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-18",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-19",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-20",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-21",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-22",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-23",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-25",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-26",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-30",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-07-31",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-01",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-02",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-08",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-14",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-15",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-16",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-17",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-18",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-19",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-20",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-21",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-22",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-23",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-28",,,,"0.0"
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-29",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-30",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-08-31",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-01",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-14",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-15",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-16",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-17",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-18",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-19",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","40.6846","-73.9867","5.5","2018-09-20",,,,
