"STATION","NAME","DATE","TAVG","TMAX","TMIN","WESD"
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-02",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-08",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-14",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-15",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-16",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-21",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-22",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-23",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-24",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-25",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-26",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-27",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-28",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-05-29",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-07",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-08",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-17",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-18",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-19",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-20",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-21",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-22",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-24",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-25",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-26",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-28",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-06-29",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-02",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-07",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-08",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-16",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-17",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-18",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-19",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-20",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-21",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-22",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-23",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-24",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-28",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-29",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-30",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-07-31",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-01",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-02",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-07",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-08",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-14",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-15",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-16",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-17",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-18",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-19",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-20",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-21",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-26",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-27",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-28",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-29",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-30",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-08-31",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-01",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-02",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-03",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-04",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-05",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-06",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-09",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-10",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-11",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-12",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-13",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-14",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-15",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-20",,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2014-09-21",,,,
